coder,response_uuid,child_hashed_id,child__age_rounded,child__gender,frame_id,visualShown,audioPlayed,event0_timestamp,parent_transcription,response_video_file,session_order,trial_num,trial_type,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,trial_notes
sienna,66f36ebf-05ab-4918-97a3-f3567f464001,Wc44UM,630,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-24T21:36:51.356Z,puppy,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_66f36ebf-05ab-4918-97a3-f3567f464001_1708810609450_444.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=JcmMQ2HWeiMf8ZdKeb85eE2XUvE%3D&Expires=1712683817,Order2,8,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,PUPPY x5,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-24T23:06:22.701Z,mouse,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708815980608_834.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=jh%2FACVhbx51O5qsX6KkuFGQBlls%3D&Expires=1712684369,Order2,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,MOUSE,n,n,NA,NA,NA,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-24T23:07:08.826Z,ducky. car beep beep,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816026770_204.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=C3JdCVJB2q5iaAy6jsAeQOZ9NZE%3D&Expires=1712684405,Order2,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,DOGGY; CAR CAR; BEEP BEEP,y,y,NA,NA,NA,y,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-24T23:07:40.143Z,happened bear,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816058127_576.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=KBi2gBj0edRWoqHTgCkWcE1%2BT3s%3D&Expires=1712684432,Order2,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,HAPPEN HAPPEN; THAT; unintelligible; HAPPEN x3,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-24T23:09:06.660Z,happened,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816144585_22.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=9iSZ0hc%2F0LOL93zBxYPgzNcTGHE%3D&Expires=1712684494,Order2,4,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,HAPPEN HAPPEN; unintelligible; VIDEO VIDEO HAPPEN HAPPEN; unintelligible; HAPPEN,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-24T23:11:35.421Z,happened,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816293236_430.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=ay4RwCJ2bseo2aGUflgZpoJDI%2Fw%3D&Expires=1712684608,Order2,5,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,HAPPEN x8; WHAT WHAT,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-24T23:12:55.809Z,happened eyes more,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816373569_912.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=0FrhyEENJ9djei%2BMV7uJTiUVVbw%3D&Expires=1712684668,Order2,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,HAPPEN HAPPEN; unintelligible,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-02-24T23:14:21.215Z,happened,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816459057_955.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=mNrtigQ5fPNKaIeNqdCAlKrnllA%3D&Expires=1712684747,Order2,7,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,HAPPEN; unintelligible; EAR x4,n,n,n,n,n,n,n,y,,
sienna,1dec1a69-91cb-4684-9fd4-aef5baa9f7b7,3FCWT4,480,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-02-24T23:15:35.196Z,happened,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_1dec1a69-91cb-4684-9fd4-aef5baa9f7b7_1708816533165_165.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=LAwOu%2FT%2BU2hYAiWhVtjJUTfmeqI%3D&Expires=1712684807,Order2,8,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,HAPPEN x3; unintelligible,n,n,n,n,n,n,n,y,,
sienna,fc4c47e6-00c3-4a52-ae62-777aeef5d0ba,E7MQWY,630,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-28T23:27:29.586Z,THAT UNNY'',https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_fc4c47e6-00c3-4a52-ae62-777aeef5d0ba_1709162846454_201.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=YaiqAL20CCdW14XCttoO0S%2B3sCo%3D&Expires=1712684959,Order2,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY A BUNNY; unintelligible,y,y,NA,NA,NA,y,n,y,,
sienna,fc4c47e6-00c3-4a52-ae62-777aeef5d0ba,E7MQWY,630,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-28T23:28:04.177Z,A CAR,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_fc4c47e6-00c3-4a52-ae62-777aeef5d0ba_1709162881442_849.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=IU6IL%2BxNSgtkHNiXao1aA1Wz5rg%3D&Expires=1712685009,Order2,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,A CAR A CAR [points at screen],y,y,NA,NA,NA,y,n,y,,
sienna,fc4c47e6-00c3-4a52-ae62-777aeef5d0ba,E7MQWY,630,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-28T23:28:19.657Z,a ber uh oh,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_fc4c47e6-00c3-4a52-ae62-777aeef5d0ba_1709162896727_854.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=mKKe01DP%2F0gfiZyjP18KDMGEnOE%3D&Expires=1712685045,Order2,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,A BEAR UH OH,y,y,n,n,n,n,y,y,,
sienna,fc4c47e6-00c3-4a52-ae62-777aeef5d0ba,E7MQWY,630,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-02-28T23:30:31.261Z,doggy go buh bye,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_fc4c47e6-00c3-4a52-ae62-777aeef5d0ba_1709163027994_989.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=qZ5xlGok5SC8SEOxsXj6Vwr021A%3D&Expires=1712685154,Order2,4,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,fc4c47e6-00c3-4a52-ae62-777aeef5d0ba,E7MQWY,630,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-02-28T23:32:00.870Z,NA,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_fc4c47e6-00c3-4a52-ae62-777aeef5d0ba_1709163117728_273.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=2SO30lQnZcSR%2BVr%2FtFaeZq7xxYg%3D&Expires=1712685502,Order2,5,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-05T14:30:31.124Z,bunny,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649028844_357.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=sjTv1OoE6cN6IIpRfkUIKxTwgrE%3D&Expires=1712685469,Order2,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-05T14:30:55.475Z,cars,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649053583_62.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=VdXO4k8ikdI4bCfDwuU3tO3YCDQ%3D&Expires=1712685555,Order2,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] A CAR; YA,y,y,NA,NA,NA,y,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-03-05T14:31:15.764Z,i don't know,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649073580_113.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=g1jHul7WTmHjgQTYOZWgpet92Dk%3D&Expires=1712685588,Order2,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,I DON'T KNOW x3,n,n,n,n,n,n,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-03-05T14:32:27.855Z,"""I don't know"" ""don't know""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649145490_176.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=U%2BRsrOEldsmV108G%2B1ozkEy3pwc%3D&Expires=1712685630,Order2,4,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,I DON'T KNOW x4; [mom said did dog eat apple] YES YES,n,n,n,n,n,n,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-03-05T14:34:00.216Z,"i don't know, birdie. mouth.",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649237716_243.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=6y1S3vsC0B91DmdyBdOK1%2F9S%2F0Y%3D&Expires=1712685690,Order2,5,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,I DONT'T KNOW; [mom said what did bird do] BIRDY,n,n,n,n,n,n,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-03-05T14:35:23.190Z,I don't know. birdie. ducks! i don't know,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649320863_651.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=V4KkzushnYGVfW%2BOnKUE4wMBlQM%3D&Expires=1712685821,Order2,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,BIRDY DUCKS I DON'T KNOW,n,y,n,n,n,n,y,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-03-05T14:36:27.584Z,I don't know.,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649385273_839.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=3NEjWwk%2BlG4nqldaj33XiZVVIY8%3D&Expires=1712685863,Order2,7,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,I DON'T KNOW,n,n,n,n,n,n,n,y,,
sienna,9df8dc98-99df-4db4-9927-5d40c48471dd,DECYWQ,720,f,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-03-05T14:37:34.883Z,"""I don't know. baby""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_9df8dc98-99df-4db4-9927-5d40c48471dd_1709649452662_396.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=dp8vaRGBskh2rcCNcsgwjToYUYI%3D&Expires=1712685902,Order2,8,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,I DON'T KNOW; [points at screen] unintelligible MILK,y,n,n,y,n,y,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-07T01:09:37.376Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709773774633_532.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=kRZVLLAcUeiQh95NgzxpUGHkyUs%3D&Expires=1712686105,Order2,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible [points at screen],n,n,NA,NA,NA,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-03-07T01:10:18.391Z,car,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709773815745_946.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=%2BjGwB%2BGHLkxROtkGOcBvFqy8K0U%3D&Expires=1712686137,Order2,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR CAR,y,y,NA,NA,NA,y,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-03-07T01:10:37.327Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709773834663_456.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=R2j9GI4KcjUMksZ7QbvKc4Oi2cY%3D&Expires=1712686165,Order2,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_dog_apple_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_dog_apple_banana.ogg,2024-03-07T01:11:45.733Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709773902991_980.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=bWVUGIStZ9j4IuzDp0sJ8kiXhvM%3D&Expires=1712686209,Order2,4,test_trial,agentpatient,ap_eat,dog,eat,apple,banana,The dog ate the apple,patient_ambig,APPLE EAT,DOG BANANA,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_bird_baby_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_bird_baby_juice.ogg,2024-03-07T01:12:50.955Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709773968150_555.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=5Sukb91%2FxobPmQs%2FXabL2O4opU4%3D&Expires=1712686258,Order2,5,test_trial,agentpatient,ap_drink,bird,drink,juice,baby,The bird drank the juice,agent_ambig,BIRD DRINK,JUICE BABY,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-03-07T01:14:00.777Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709774037907_650.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=aR29AuMVX5qn8WdwlK01FjDMkuQ%3D&Expires=1712686310,Order2,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_cat_dog_banana.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_cat_dog_banana.ogg,2024-03-07T01:15:04.097Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709774101556_970.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=psegIWaBdITpfmjQg3%2BlEkj2%2F7Q%3D&Expires=1712686350,Order2,7,test_trial,agentpatient,ap_eat,cat,eat,banana,dog,The cat ate the banana,agent_ambig,CAT EAT,BANANA DOG,unintelligible,n,n,n,n,n,n,n,y,,
sienna,c5d8d34f-efe5-4dca-9007-6e8e2900573b,W4UFWZ,600,m,,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_baby_milk_juice.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_baby_milk_juice.ogg,2024-03-07T01:16:09.575Z,all done,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_c5d8d34f-efe5-4dca-9007-6e8e2900573b_1709774166769_642.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=n7kX2HyEWWGFvF84fv4Rrmzv5jg%3D&Expires=1712686396,Order2,8,test_trial,agentpatient,ap_drink,baby,drink,milk,juice,The baby drank the milk,patient_ambig,MILK DRINK,BABY JUICE,unintelligible,n,n,n,n,n,n,n,y,,
